文件,模块组,变更,审查深度,职责/结论,基线行数,当前行数,审查报告
src/service/project-context/dimensionPlanning/dimensionPlanning.ts,intelligence,modified,manual-full,proposal/decay/coverage/module/hotspot信号排序聚合；修复显式changedFiles下删除文件被current集合漏掉。,448,450,intelligence-review.json; root-intelligence-review.json
src/service/project-context/dimensionPlanning/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,3,2,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileFlow/contracts.ts,intelligence,retained,manual-full,file-flow import/export/call/site/range输入与失败结构。,72,71,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileFlow/extract.ts,intelligence,modified,manual-full,真实AST与受限行解析组合，压缩文件/超长行有降级原因；修复注释示例export被当真实关系。,852,852,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileFlow/fileFlow.ts,intelligence,retained,manual-full,scope文件读取、symbol/flow结果及query diagnostics组合；末项覆盖去重语义与共享首项helper不同，保留。,185,184,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileFlow/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,3,2,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileFlow/normalize.ts,intelligence,modified,manual-full,导入目标NodeNext解析、调用方/被调用方和关系引用投影；修复同名方法抢占其他类调用方。,555,546,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileSymbols/contracts.ts,intelligence,retained,manual-full,"ProjectContext范围限定查询、逐层事实聚合与refs；导出 FileSymbolsRequestPayload, FileSymbolsQueryFailure, ExtractedFileSymbol, FileSymbolsExtractionResult",40,39,intelligence-review.json
src/service/project-context/fileSymbols/extract.ts,intelligence,retained,manual-full,ASTsummary转结构symbol、export/signature/range；parser不可用显式diagnostic，不产生mock事实。,244,243,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileSymbols/fileSymbols.ts,intelligence,retained,manual-full,scope安全读取→实际符号→引用与命名诊断，缺失/不支持分支明确。,155,154,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileSymbols/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,7,6,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileSymbols/naming.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 summarizeFileSymbolNaming,41,40,intelligence-review.json
src/service/project-context/fileSymbols/normalize.ts,intelligence,retained,manual-full,符号排序和sourceSlice/ref关联；dedupeRefs保首见顺序，不适合替换为kind/id排序helper。,117,116,intelligence-review.json; root-intelligence-review.json
src/service/project-context/fileSymbols/ranges.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 createSourceLineRange,28,27,intelligence-review.json
src/service/project-context/foundation/canonical.ts,intelligence,modified,manual-full,将结构JSON规范化并计算SHA-256；规范portable路径及SourceRevisionVector唯一/排序身份。,154,161,intelligence-review.json
src/service/project-context/foundation/capture.ts,intelligence,retained,manual-full,捕获与验证认证事实完整闭环：隔离严格scope/matrix、复制字节、多次source fence、库存/细节/frozen守恒、request outcome分类、manifest与certification绑定。,2353,2352,intelligence-review.json
src/service/project-context/foundation/consumerPort.ts,intelligence,retained,manual-full,在prepared artifact租约上重开事实，消费V1命名projection或V2只读adapter并生成projection receipt。,149,148,intelligence-review.json
src/service/project-context/foundation/consumerReceipts.ts,intelligence,retained,manual-full,构建严格V2消费血缘receipt，约束每个consumer唯一、artifact/scope身份和无fallback计数。,89,88,intelligence-review.json
src/service/project-context/foundation/contracts.ts,intelligence,retained,manual-full,Foundation V1/V2版本化契约：source revisions、scope/owner/request矩阵、frozen/detail/inventory、五个consumer、artifact/certification/preparation/run lease。,744,743,intelligence-review.json
src/service/project-context/foundation/frozen.ts,intelligence,retained,manual-full,从认证artifact按repo/path读取完整冻结blob或manifest绑定的分页结果。,81,80,intelligence-review.json
src/service/project-context/foundation/index.ts,intelligence,retained,manual-full,Foundation内部完整barrel，统一canonical、capture、frozen/store/receipt/scope/requestV2/owner/readiness出口。,13,12,intelligence-review.json
src/service/project-context/foundation/nodePorts.ts,intelligence,modified,manual-full,Node事实producer：Git/content观察、范围枚举/字节读取、terminal快照验证、ProjectContext执行、portable投影和依赖ownership分类/图修正。,1743,1760,intelligence-review.json
src/service/project-context/foundation/ownersV2.ts,intelligence,retained,manual-full,把库存文件的模块所有权标准化成typed origin/confidence/disposition/evidence，校验兼容投影和build证据落入inventory。,177,176,intelligence-review.json
src/service/project-context/foundation/readiness.ts,intelligence,retained,manual-full,V1/V2认证事实可用性验证，检查repo、inventory/detail、请求矩阵、冻结blob、模块ownership及legacy fallback守恒。,437,436,intelligence-review.json
src/service/project-context/foundation/requestV2.ts,intelligence,modified,manual-full,从inventory按language/parser/owner选择代表文件，产生9类严格请求plan并封装稳定row身份、scope和matrix receipt。,553,564,intelligence-review.json
src/service/project-context/foundation/scope.ts,intelligence,retained,manual-full,将已接受的项目/仓库scope构造成可移植manifest，并绑定当前真实control/source roots。,251,250,intelligence-review.json
src/service/project-context/foundation/store.ts,intelligence,retained,manual-full,私有目录内容寻址存储：不可变blob/artifact/cert receipts，preparation、单run lease及完成状态；读回校验与fsync发布。,760,759,intelligence-review.json
src/service/project-context/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,15,14,intelligence-review.json; root-intelligence-review.json
src/service/project-context/interface/contracts.ts,intelligence,retained,manual-full,"ProjectContext范围限定查询、逐层事实聚合与refs；导出 FirstStatement, ProjectContextInterfaceOperation, CanonicalProjectContextProjectIdentity, CanonicalProjectContextRequest, ProjectContextHandlerResult, ProjectContextHandler",53,52,intelligence-review.json
src/service/project-context/interface/dispatch.ts,intelligence,retained,manual-full,"ProjectContext范围限定查询、逐层事实聚合与refs；导出 dispatchProjectContextRequest, createUnavailableResult",46,45,intelligence-review.json
src/service/project-context/interface/execution.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 throwIfProjectContextAborted,15,14,intelligence-review.json
src/service/project-context/interface/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,9,8,intelligence-review.json; root-intelligence-review.json
src/service/project-context/interface/projectContext.ts,intelligence,retained,manual-full,"ProjectContext范围限定查询、逐层事实聚合与refs；导出 createProjectContext, ProjectContextExecuteResult",53,52,intelligence-review.json
src/service/project-context/interface/projection.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 projectCompactProjectContextData,7,6,intelligence-review.json
src/service/project-context/interface/pruning.ts,intelligence,retained,manual-full,"ProjectContext范围限定查询、逐层事实聚合与refs；导出 FirstStatement, sortProjectContextRefs, selectProjectContextRefs",18,17,intelligence-review.json
src/service/project-context/interface/redaction.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 redactProjectContextData,22,21,intelligence-review.json
src/service/project-context/interface/request.ts,intelligence,retained,manual-full,请求类型、权威projectRoot冲突、contained scope与canonical payload校验。,235,234,intelligence-review.json; root-intelligence-review.json
src/service/project-context/interface/response.ts,intelligence,retained,manual-full,稳定envelope、紧凑投影、refs选择、错误排序与项目身份输出。,75,74,intelligence-review.json; root-intelligence-review.json
src/service/project-context/map/contracts.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 MapRequestPayload,22,21,intelligence-review.json
src/service/project-context/map/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,3,2,intelligence-review.json; root-intelligence-review.json
src/service/project-context/map/map.ts,intelligence,modified,manual-full,模块种子→模块/层事实→关系rollup、Tarjan环、分层/热点/flow摘要，保留有界引用与diagnostic。,850,839,intelligence-review.json; root-intelligence-review.json
